source	target	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references
P04637	Q00987	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-reviews_DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;HOCOMOCO_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;IntAct_DoRothEA;NTNU.Curated_CollecTRI;PAZAR_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;SIGNOR_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10065155;CollecTRI:10072445;CollecTRI:10208414;CollecTRI:10321740;CollecTRI:10348346;CollecTRI:10469568;CollecTRI:10562557;CollecTRI:10566557;CollecTRI:10688649;CollecTRI:10718212;CollecTRI:10777217;CollecTRI:10788589;CollecTRI:10856296;CollecTRI:10871862;CollecTRI:10891494;CollecTRI:10914734;CollecTRI:10949923;CollecTRI:11046142;CollecTRI:11085543;CollecTRI:11127813;CollecTRI:11179471;CollecTRI:11245471;CollecTRI:11313463;CollecTRI:11328884;CollecTRI:11591713;CollecTRI:11593391;CollecTRI:11714701;CollecTRI:11748232;CollecTRI:11756653;CollecTRI:11840331;CollecTRI:11956627;CollecTRI:11964305;CollecTRI:12080472;CollecTRI:12138177;CollecTRI:12173040;CollecTRI:12208736;CollecTRI:12235242;CollecTRI:12374749;CollecTRI:12606552;CollecTRI:12750288;CollecTRI:12755686;CollecTRI:12851404;CollecTRI:12887889;CollecTRI:12902982;CollecTRI:14514686;CollecTRI:14532965;CollecTRI:14570892;CollecTRI:14602726;CollecTRI:14610316;CollecTRI:14704432;CollecTRI:14743206;CollecTRI:14990790;CollecTRI:15007388;CollecTRI:15024021;CollecTRI:15090541;CollecTRI:15192123;CollecTRI:15361831;CollecTRI:15550242;CollecTRI:15580300;CollecTRI:15592502;CollecTRI:15684615;CollecTRI:15734740;CollecTRI:15735665;CollecTRI:15831521;CollecTRI:15843377;CollecTRI:15851483;CollecTRI:15856024;CollecTRI:15908423;CollecTRI:15917661;CollecTRI:1614537;CollecTRI:16202543;CollecTRI:16337599;CollecTRI:16479015;CollecTRI:16492744;CollecTRI:16501602;CollecTRI:16510138;CollecTRI:16571800;CollecTRI:16585169;CollecTRI:16624812;CollecTRI:17043642;CollecTRI:17139261;CollecTRI:17237821;CollecTRI:17310983;CollecTRI:17318220;CollecTRI:17329361;CollecTRI:17390010;CollecTRI:17690113;CollecTRI:17848574;CollecTRI:17907153;CollecTRI:17936559;CollecTRI:18025460;CollecTRI:18333294;CollecTRI:18336191;CollecTRI:18359851;CollecTRI:18397889;CollecTRI:18566224;CollecTRI:18583933;CollecTRI:18585004;CollecTRI:18632610;CollecTRI:18781178;CollecTRI:18783169;CollecTRI:18814047;CollecTRI:18852133;CollecTRI:19085961;CollecTRI:19428175;CollecTRI:19505873;CollecTRI:19541936;CollecTRI:19590512;CollecTRI:19638633;CollecTRI:19648117;CollecTRI:19649205;CollecTRI:19663772;CollecTRI:19671680;CollecTRI:19837670;CollecTRI:19941079;CollecTRI:19955655;CollecTRI:20036872;CollecTRI:20080970;CollecTRI:20124454;CollecTRI:20156675;CollecTRI:20331637;CollecTRI:20547751;CollecTRI:20588255;CollecTRI:20659896;CollecTRI:20663877;CollecTRI:20703075;CollecTRI:20837136;CollecTRI:20858413;CollecTRI:20948295;CollecTRI:21097889;CollecTRI:21211512;CollecTRI:21217645;CollecTRI:21295542;CollecTRI:21422812;CollecTRI:21451571;CollecTRI:21478269;CollecTRI:21637567;CollecTRI:21750655;CollecTRI:21957016;CollecTRI:22081073;CollecTRI:22085928;CollecTRI:22180176;CollecTRI:22197810;CollecTRI:22223137;CollecTRI:22245141;CollecTRI:22290440;CollecTRI:22301280;CollecTRI:22383580;CollecTRI:22532570;CollecTRI:22787160;CollecTRI:22948151;CollecTRI:23149414;CollecTRI:23150757;CollecTRI:23150759;CollecTRI:23365201;CollecTRI:23483203;CollecTRI:23581014;CollecTRI:23612020;CollecTRI:23874713;CollecTRI:23982177;CollecTRI:24339722;CollecTRI:24389645;CollecTRI:25016801;CollecTRI:7587074;CollecTRI:7624148;CollecTRI:7651818;CollecTRI:7888679;CollecTRI:7936649;CollecTRI:7958853;CollecTRI:8187772;CollecTRI:8247544;CollecTRI:8313378;CollecTRI:8319905;CollecTRI:8413278;CollecTRI:8440237;CollecTRI:8910340;CollecTRI:8957072;CollecTRI:9070662;CollecTRI:9071998;CollecTRI:9135153;CollecTRI:9194564;CollecTRI:9207798;CollecTRI:9267820;CollecTRI:9270029;CollecTRI:9271120;CollecTRI:9294611;CollecTRI:9371494;CollecTRI:9400998;CollecTRI:9405685;CollecTRI:9430645;CollecTRI:9472631;CollecTRI:9486848;CollecTRI:9525742;CollecTRI:9535786;CollecTRI:9645455;CollecTRI:9649502;CollecTRI:9681831;CollecTRI:9707425;CollecTRI:9815889;CollecTRI:9858609;HTRIdb:11756653;TRRUST:10469568;TRRUST:10566557;TRRUST:10718212;TRRUST:12851404;TRRUST:12902982;TRRUST:14532965;TRRUST:15851483;TRRUST:15856024;TRRUST:18566224;TRRUST:18583933;TRRUST:20036872;TRRUST:20837136;TRRUST:22180176;TRRUST:22223137;TRRUST:22532570;TRRUST:9071998;TRRUST:9645455;TRRUST:9858609
Q06330	Q14469	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;GOA_CollecTRI;KEGG-MEDICUS;Pavlidis2021_CollecTRI;SIGNOR;SIGNOR_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA	CollecTRI:10066785;CollecTRI:10205173;CollecTRI:10520600;CollecTRI:10933396;CollecTRI:11120788;CollecTRI:11866432;CollecTRI:12814948;CollecTRI:17611704;CollecTRI:21311046;CollecTRI:22718343;CollecTRI:7566092;CollecTRI:9819428;SIGNOR:10066785
P15336	P24385	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10066798;CollecTRI:10464245;CollecTRI:10500157;CollecTRI:10915780;CollecTRI:11410592;CollecTRI:11739785;CollecTRI:11850817;CollecTRI:15314161;CollecTRI:15691880;CollecTRI:16405968;CollecTRI:9990041;TRRUST:10464245;TRRUST:10915780
P05412	P24385	1	1	1	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10066798;CollecTRI:10500157;CollecTRI:10567390;CollecTRI:10790372;CollecTRI:11402335;CollecTRI:11410592;CollecTRI:11432833;CollecTRI:11745411;CollecTRI:12794082;CollecTRI:14672732;CollecTRI:15282324;CollecTRI:15467760;CollecTRI:15574422;CollecTRI:15574764;CollecTRI:15994313;CollecTRI:16393119;CollecTRI:16860316;CollecTRI:17166846;CollecTRI:17278098;CollecTRI:17477349;CollecTRI:17496887;CollecTRI:17501623;CollecTRI:17637753;CollecTRI:17670745;CollecTRI:18084253;CollecTRI:19435822;CollecTRI:19499154;CollecTRI:19622016;CollecTRI:20037604;CollecTRI:20220142;CollecTRI:20482821;CollecTRI:21135252;CollecTRI:21474819;CollecTRI:22550166;CollecTRI:22853846;CollecTRI:24190040;CollecTRI:8917510;CollecTRI:9878062;HTRIdb:14672732;TRRUST:10500157;TRRUST:14672732;TRRUST:16393119;TRRUST:19435822;TRRUST:20220142;TRRUST:21474819
Q13469	P05112	1	1	0	1	1	0	CollecTRI;CytReg_CollecTRI;DoRothEA;ExTRI_CollecTRI;IntAct_CollecTRI;NTNU.Curated_CollecTRI;PAZAR_DoRothEA;SIGNOR_CollecTRI;TFactS_CollecTRI	CollecTRI:10069428;CollecTRI:10772943;CollecTRI:10894164;CollecTRI:11687571;CollecTRI:11781715;CollecTRI:11956291;CollecTRI:12218118;CollecTRI:12355451;CollecTRI:12594266;CollecTRI:15048722;CollecTRI:15539155;CollecTRI:15684054;CollecTRI:17645498;CollecTRI:18217957;CollecTRI:18962896;CollecTRI:19915002;CollecTRI:21799768;CollecTRI:22226971;CollecTRI:23612709;CollecTRI:25037220;CollecTRI:7989759;CollecTRI:8284217;CollecTRI:8524816;CollecTRI:8668213;CollecTRI:9133600;CollecTRI:9310836;CollecTRI:9430230;CollecTRI:9845517;CollecTRI:9916709
P41235	P25092	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;IntAct_DoRothEA;PAZAR;PAZAR_DoRothEA	CollecTRI:10070050;PAZAR:10070050
P10276	P07988	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10070102;CollecTRI:10617585;CollecTRI:11274148;CollecTRI:15044588;DoRothEA:10070102;TRRUST:10070102
P05412	P38936	1	1	1	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10072388;CollecTRI:10506225;CollecTRI:10733944;CollecTRI:11136975;CollecTRI:12054510;CollecTRI:12717415;CollecTRI:18094076;CollecTRI:18210215;CollecTRI:19628677;CollecTRI:21278055;DoRothEA:18094076;TRRUST:18094076;TRRUST:21278055
P05412	P04637	1	0	1	1	0	1	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;FANTOM4_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10072388;CollecTRI:10348347;CollecTRI:12963547;CollecTRI:17321721;CollecTRI:18604200;CollecTRI:20697347;CollecTRI:22353755;CollecTRI:22859294;HTRIdb:17321721;TRRUST:10348347;TRRUST:22859294
P40763	P14222	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA	CollecTRI:10072525;DoRothEA:10072525
P37231	P05121	1	0	1	1	0	1	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10073956;CollecTRI:10329404;CollecTRI:11230363;CollecTRI:14581151;CollecTRI:15990085;CollecTRI:16843437;CollecTRI:17906687;CollecTRI:17995524;CollecTRI:18278065;DoRothEA:10073956;TRRUST:10073956
P08047	P48023	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10075666;CollecTRI:10671224;CollecTRI:10754388;CollecTRI:11053446;CollecTRI:11254710;CollecTRI:11745351;CollecTRI:11970950;CollecTRI:12655294;CollecTRI:14563113;CollecTRI:15004200;CollecTRI:15173177;CollecTRI:15659839;CollecTRI:17192273;CollecTRI:18293083;CollecTRI:20617570;HTRIdb:11970950;TRRUST:12655294;TRRUST:14563113;TRRUST:15004200
P10275	P07288	1	1	1	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-reviews_DoRothEA;ExTRI_CollecTRI;GOA_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;IntAct_DoRothEA;KEGG-MEDICUS;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;SIGNOR;SIGNOR_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10075669;CollecTRI:10547578;CollecTRI:10625666;CollecTRI:10898343;CollecTRI:11006269;CollecTRI:11034093;CollecTRI:11059779;CollecTRI:11238180;CollecTRI:11299734;CollecTRI:11377978;CollecTRI:11504717;CollecTRI:11532861;CollecTRI:11571582;CollecTRI:11867260;CollecTRI:11894840;CollecTRI:11994312;CollecTRI:12111703;CollecTRI:12114445;CollecTRI:12376473;CollecTRI:12376534;CollecTRI:12463425;CollecTRI:12539223;CollecTRI:12648523;CollecTRI:12651911;CollecTRI:12670590;CollecTRI:12782640;CollecTRI:12917209;CollecTRI:12958311;CollecTRI:14517289;CollecTRI:14715080;CollecTRI:14729601;CollecTRI:14767470;CollecTRI:15131260;CollecTRI:15368351;CollecTRI:15514031;CollecTRI:15543614;CollecTRI:15557561;CollecTRI:15640095;CollecTRI:15640443;CollecTRI:15833875;CollecTRI:15923603;CollecTRI:16081584;CollecTRI:16137620;CollecTRI:16140973;CollecTRI:16275987;CollecTRI:16342680;CollecTRI:16373397;CollecTRI:16425097;CollecTRI:16434977;CollecTRI:16452400;CollecTRI:16508948;CollecTRI:16724108;CollecTRI:16914734;CollecTRI:17011549;CollecTRI:17075604;CollecTRI:17094454;CollecTRI:17426252;CollecTRI:17433535;CollecTRI:17534890;CollecTRI:17566103;CollecTRI:17653089;CollecTRI:18092350;CollecTRI:18640093;CollecTRI:18758709;CollecTRI:18780293;CollecTRI:18829551;CollecTRI:19013180;CollecTRI:19274665;CollecTRI:19389135;CollecTRI:20069563;CollecTRI:20103546;CollecTRI:20181722;CollecTRI:20568894;CollecTRI:20709811;CollecTRI:21308712;CollecTRI:21541973;CollecTRI:21780100;CollecTRI:21885566;CollecTRI:21981678;CollecTRI:22155408;CollecTRI:22179832;CollecTRI:22245379;CollecTRI:22473899;CollecTRI:22597536;CollecTRI:22654108;CollecTRI:22695118;CollecTRI:23662037;CollecTRI:23667504;CollecTRI:23884959;CollecTRI:24307657;CollecTRI:7514587;CollecTRI:7686046;CollecTRI:8626436;CollecTRI:9044850;CollecTRI:9052414;CollecTRI:9211894;CollecTRI:9316650;CollecTRI:9719026;HTRIdb:11006269;HTRIdb:11994312;HTRIdb:12958311;HTRIdb:14517289;HTRIdb:15557561;HTRIdb:17653089;HTRIdb:7514587;SIGNOR:20069563;TRRUST:10547578;TRRUST:11006269;TRRUST:11059779;TRRUST:11238180;TRRUST:11504717;TRRUST:11532861;TRRUST:11571582;TRRUST:12376473;TRRUST:12539223;TRRUST:12648523;TRRUST:12651911;TRRUST:12958311;TRRUST:15368351;TRRUST:15543614;TRRUST:15557561;TRRUST:15640095;TRRUST:16342680;TRRUST:16425097;TRRUST:16434977;TRRUST:16724108;TRRUST:17011549;TRRUST:17075604;TRRUST:17094454;TRRUST:17426252;TRRUST:17433535;TRRUST:17566103;TRRUST:18780293;TRRUST:18829551;TRRUST:19274665;TRRUST:20069563;TRRUST:21308712;TRRUST:21780100;TRRUST:21981678;TRRUST:22179832;TRRUST:22245379;TRRUST:22473899;TRRUST:23667504;TRRUST:23884959;TRRUST:24307657;TRRUST:24937452;TRRUST:7514587;TRRUST:8626436;TRRUST:9052414;TRRUST:9211894;TRRUST:9316650
P18846	P13569	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10075672;DoRothEA:10075672;TRRUST:10075672
P08047	P01350	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10075714;CollecTRI:10448078;CollecTRI:10580833;CollecTRI:10679190;CollecTRI:10751319;CollecTRI:14670968;CollecTRI:15613302;CollecTRI:17889508;CollecTRI:21083750;CollecTRI:22593272;CollecTRI:2566164;CollecTRI:7721790;CollecTRI:7890769;CollecTRI:8920679;CollecTRI:8943318;CollecTRI:9144414;CollecTRI:9852054;HTRIdb:7890769;TRRUST:15613302;TRRUST:2566164
P43694	P01160	1	1	0	1	1	0	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10075728;CollecTRI:10330176;CollecTRI:11382775;CollecTRI:11994297;CollecTRI:14573514;CollecTRI:15542826;CollecTRI:16603706;CollecTRI:17584735;CollecTRI:19546173;CollecTRI:20384792;CollecTRI:20874724;CollecTRI:20931527;CollecTRI:9312027;CollecTRI:9584153;DoRothEA:14573514;TRRUST:14573514
P10826	P13631	1	0	1	0	0	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;TFe_DoRothEA	CollecTRI:11173543;CollecTRI:1649387;CollecTRI:1650576
P13631	P10826	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10075839;CollecTRI:10929206;CollecTRI:1310259;CollecTRI:1650576;DoRothEA:1310259;TRRUST:1310259
P05412	P13501	1	1	0	1	1	0	CollecTRI;CytReg_CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRD_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10075858;CollecTRI:10760799;CollecTRI:11413310;CollecTRI:19828633;CollecTRI:20862675;CollecTRI:26096887;CollecTRI:7513046;DoRothEA:11413310;TRRUST:11413310
Q04206	P25942	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;JASPAR_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10075983;CollecTRI:11313274;CollecTRI:17031478;CollecTRI:19164127;CollecTRI:9733827;TRRUST:11313274;TRRUST:17031478;TRRUST:19164127;TRRUST:9733827
Q04206	P01579	1	1	0	1	1	0	CollecTRI;CytReg_CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10075983;CollecTRI:10227974;CollecTRI:12105194;CollecTRI:12757742;CollecTRI:12759422;CollecTRI:12842891;CollecTRI:14662860;CollecTRI:17035338;CollecTRI:17407192;CollecTRI:18690006;CollecTRI:19732956;CollecTRI:19929594;CollecTRI:20643337;CollecTRI:21224476;CollecTRI:21243522;CollecTRI:23195252;CollecTRI:23667107;CollecTRI:9374532;HTRIdb:9374532;TRRUST:17407192;TRRUST:18690006;TRRUST:21243522;TRRUST:9374532
Q92731	P10276	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA	CollecTRI:10076999
P03372	P10276	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ENCODE-proximal;ExTRI_CollecTRI;GEREDB_CollecTRI;GOA_CollecTRI;HTRIdb;PAZAR_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10076999;CollecTRI:11038749;CollecTRI:15831516;CollecTRI:15870697;CollecTRI:18414489;CollecTRI:8300756;CollecTRI:8732679;CollecTRI:8912864;CollecTRI:9626663;DoRothEA:9626663;HTRIdb:18414489;TRRUST:9626663
P26367	Q99456	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;Pavlidis2021_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10079137;CollecTRI:27818314;CollecTRI:9856765;DoRothEA:9856765;TRRUST:9856765
P18146	P01229	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;PAZAR_DoRothEA;Pavlidis2021_CollecTRI;RegNetwork_DoRothEA;SIGNOR_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10082522;CollecTRI:10318795;CollecTRI:10319325;CollecTRI:10935547;CollecTRI:11328855;CollecTRI:11518799;CollecTRI:11682622;CollecTRI:11781541;CollecTRI:11818496;CollecTRI:12039067;CollecTRI:14681221;CollecTRI:14766009;CollecTRI:15469090;CollecTRI:16087728;CollecTRI:16627584;CollecTRI:17244763;CollecTRI:17299135;CollecTRI:17337323;CollecTRI:17823254;CollecTRI:19095772;CollecTRI:19106114;CollecTRI:19616057;CollecTRI:20149866;CollecTRI:22508984;CollecTRI:22851703;CollecTRI:22865884;CollecTRI:24248462;CollecTRI:8703054;CollecTRI:9440815;CollecTRI:9453238;CollecTRI:9614069;CollecTRI:9892016;DoRothEA:10319325;TRRUST:10319325;TRRUST:19106114
P01100	P04637	1	1	0	0	0	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;FANTOM4_DoRothEA;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10348347;DoRothEA:10348347;TRRUST:10348347
P04637	P01100	1	0	1	1	0	1	CollecTRI;DoRothEA;ExTRI_CollecTRI;FANTOM4_DoRothEA;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA	CollecTRI:10082525;CollecTRI:10214938;CollecTRI:10529369;CollecTRI:12173040;CollecTRI:1508692;CollecTRI:17174366;CollecTRI:1946467;CollecTRI:8604347;CollecTRI:8649776;CollecTRI:8668332;DoRothEA:8668332
P08047	P01100	1	1	0	1	1	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;FANTOM4_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRRD_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10082538;CollecTRI:17626239;CollecTRI:9528985;DoRothEA:9528985;HTRIdb:9528985;TRRUST:9528985
P08047	P18146	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10082539;CollecTRI:10826704;CollecTRI:12637574;CollecTRI:18044710;CollecTRI:20427719;CollecTRI:8349585;CollecTRI:9282327;DoRothEA:8349585;TRRUST:10826704;TRRUST:8349585
P01106	P06733	1	1	0	0	0	0	CollecTRI;DoRothEA;DoRothEA-A_CollecTRI;ENCODE-proximal;HOCOMOCO_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;JASPAR_DoRothEA;RegNetwork_DoRothEA;SIGNOR;SIGNOR_CollecTRI;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA	CollecTRI:10823814;CollecTRI:11085504;CollecTRI:12695333;CollecTRI:1451920411085504;CollecTRI:1451920411983916;HTRIdb:12695333;SIGNOR:10823814
P04637	P24385	1	0	1	1	0	1	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;PAZAR_DoRothEA;RegNetwork_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10082575;CollecTRI:10669755;CollecTRI:11798189;CollecTRI:12808109;CollecTRI:15205322;CollecTRI:16061648;CollecTRI:17942917;CollecTRI:18769160;CollecTRI:19086036;CollecTRI:19800042;CollecTRI:20554748;CollecTRI:20731879;CollecTRI:22270849;CollecTRI:24189068;CollecTRI:24460719;CollecTRI:8702807;DoRothEA:12808109;TRRUST:12808109
P16220	P35558	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA	CollecTRI:10085123;CollecTRI:10854692;CollecTRI:11092886;CollecTRI:1655770;CollecTRI:16803882;CollecTRI:19583954;CollecTRI:20022930;CollecTRI:20137375;CollecTRI:20688914;CollecTRI:20797423;CollecTRI:21406501;CollecTRI:23058912;CollecTRI:24046422;CollecTRI:8093246;CollecTRI:8386317;CollecTRI:9593667
Q04206	P35228	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TFactS_CollecTRI;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10085153;CollecTRI:11036073;CollecTRI:12057007;CollecTRI:14978160;CollecTRI:15170030;CollecTRI:15350552;CollecTRI:16169848;CollecTRI:16283237;CollecTRI:16318585;CollecTRI:17035338;CollecTRI:17041221;CollecTRI:17068060;CollecTRI:17081374;CollecTRI:17720813;CollecTRI:18057724;CollecTRI:18596035;CollecTRI:19766095;CollecTRI:20600530;CollecTRI:23085209;CollecTRI:24014650;CollecTRI:24360823;CollecTRI:9685183;CollecTRI:9712833;CollecTRI:9754583;TRRUST:15170030;TRRUST:15350552;TRRUST:16283237;TRRUST:16318585;TRRUST:17081374;TRRUST:17720813;TRRUST:18057724;TRRUST:19766095;TRRUST:9712833
P19838	P35228	1	1	0	1	1	0	CollecTRI;DoRothEA;ExTRI_CollecTRI;Pavlidis2021_CollecTRI;RegNetwork_DoRothEA;TFactS_CollecTRI;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_DoRothEA	CollecTRI:10085153;CollecTRI:11036073;CollecTRI:11438703;CollecTRI:12595462;CollecTRI:15170030;CollecTRI:15350552;CollecTRI:16283237;CollecTRI:16318585;CollecTRI:17081374;CollecTRI:17720813;CollecTRI:18057724;CollecTRI:19766095;CollecTRI:22949549;CollecTRI:23646894;CollecTRI:24360823;CollecTRI:9685183;CollecTRI:9754583;TRRUST:11438703;TRRUST:15170030;TRRUST:15350552;TRRUST:16283237;TRRUST:16318585;TRRUST:17081374;TRRUST:17720813;TRRUST:18057724;TRRUST:19766095
